Chanel Beauty,Tom Ford Beauty,La Prairie,Dior Beauty,La Mer,Shiseido,Augustinus Bader,Caudalie,SkinCeuticals,YSL Beauty,Sisley Paris,Lancome,Charlotte Tilburry,Kiehls,Laura Mercier,Year,Period,Value,luxury index
6.0,2.0,21.0,13.0,56.0,55.44780728844966,9.437924644842495,22.415071031500926,64.88573193329215,7.180451127819549,0.0,380.5639097744361,0.0,35.78764746703678,51.69326856349757,2022,Q01,4.7,48.36078745539169
7.0,2.0,18.0,12.0,69.0,54.26806670784435,10.617665225447807,29.493514515132794,67.24521309450277,7.180451127819549,0.0,373.3834586466166,0.0,37.11311589174184,49.04233171408744,2022,Q01,4.7,49.08958779487954
6.0,2.0,17.0,12.0,60.0,55.44780728844966,11.797405806053119,25.954292773316862,63.70599135268684,7.180451127819549,0.0,351.8421052631579,0.0,27.834836918806385,49.04233171408744,2022,Q01,4.7,45.987014816291854
8.0,2.0,18.0,12.0,63.0,56.627547869054965,11.797405806053119,24.77455219271155,68.42495367510809,7.180451127819549,0.0,272.8571428571429,0.0,25.183900069396252,58.3206106870229,2022,Q02,5.3,41.877770952287285
6.0,2.0,18.0,12.0,64.0,60.1667696108709,10.617665225447807,34.21247683755404,63.70599135268684,7.180451127819549,0.0,280.0375939849624,0.0,23.858431644691187,49.04233171408744,2022,Q02,5.3,42.054780766541356
9.0,2.0,19.0,13.0,58.0,55.44780728844966,9.437924644842495,28.313773934527482,63.70599135268684,7.180451127819549,0.0,315.9398496240602,0.0,23.858431644691187,54.3442054129077,2022,Q02,5.3,43.94856233533235
8.0,2.0,18.0,13.0,64.0,60.1667696108709,9.437924644842495,27.134033353922174,61.34651019147621,7.180451127819549,0.0,380.5639097744361,0.0,25.183900069396252,55.66967383761277,2022,Q02,5.3,48.7788781740251
7.0,2.0,17.0,14.0,61.0,62.526250772081525,8.258184064237183,23.594811612106238,57.80728844966028,14.360902255639099,0.0,402.10526315789474,0.0,22.53296321998612,50.367800138792504,2022,Q02,5.3,49.50356424469318
9.0,2.0,19.0,13.0,54.0,56.627547869054965,8.258184064237183,22.415071031500926,53.088326127239036,7.180451127819549,0.0,301.5789473684211,0.0,22.53296321998612,50.367800138792504,2022,Q02,5.3,41.26995272980343
6.0,1.0,17.0,12.0,58.0,57.80728844966028,7.078443483631871,18.87584928968499,61.34651019147621,7.180451127819549,7.180451127819549,315.9398496240602,0.0,22.53296321998612,49.04233171408744,2022,Q02,5.3,42.73227588188174
6.0,2.0,17.0,12.0,53.0,54.26806670784435,7.078443483631871,25.954292773316862,56.627547869054965,7.180451127819549,0.0,366.203007518797,0.0,21.207494795281054,45.06592643997224,2022,Q02,5.3,44.90568204771453
6.0,2.0,19.0,12.0,53.0,56.627547869054965,7.078443483631871,23.594811612106238,55.44780728844966,7.180451127819549,0.0,409.28571428571433,0.0,22.53296321998612,47.716863289382374,2022,Q02,5.3,48.09764014507633
9.0,2.0,18.0,12.0,57.0,56.627547869054965,8.258184064237183,20.0555898702903,53.088326127239036,7.180451127819549,0.0,416.4661654135339,0.0,25.183900069396252,46.3913948646773,2022,Q02,5.3,48.75010396041657
7.0,2.0,16.0,13.0,51.0,57.80728844966028,7.078443483631871,22.415071031500926,56.627547869054965,7.180451127819549,0.0,409.28571428571433,0.0,31.811242192921583,43.74045801526717,2022,Q02,5.3,48.32974776370472
8.0,2.0,20.0,12.0,57.0,57.80728844966028,8.258184064237183,20.0555898702903,55.44780728844966,7.180451127819549,0.0,416.4661654135339,0.0,23.858431644691187,50.367800138792504,2022,Q02,5.3,49.229447866498305
8.0,2.0,18.0,12.0,53.0,56.627547869054965,7.078443483631871,20.0555898702903,50.72884496602841,7.180451127819549,0.0,423.6466165413534,0.0,21.207494795281054,43.74045801526717,2022,Q02,5.3,48.21769644458178
7.0,1.0,21.0,12.0,60.0,64.88573193329215,7.078443483631871,20.0555898702903,50.72884496602841,7.180451127819549,0.0,409.28571428571433,0.0,25.183900069396252,49.04233171408744,2022,Q03,5.1,48.962733830017356
7.0,2.0,20.0,11.0,57.0,62.526250772081525,7.078443483631871,21.235330450895614,55.44780728844966,0.0,0.0,445.1879699248121,0.0,25.183900069396252,47.716863289382374,2022,Q03,5.1,50.75843768524329
6.0,1.0,17.0,13.0,58.0,56.627547869054965,9.437924644842495,25.954292773316862,58.98702903026559,7.180451127819549,0.0,409.28571428571433,0.0,22.53296321998612,45.06592643997224,2022,Q03,5.1,48.67145662606481
7.0,2.0,20.0,16.0,92.0,55.44780728844966,8.258184064237183,30.673255095738106,56.627547869054965,7.180451127819549,0.0,423.6466165413534,0.0,25.183900069396252,45.06592643997224,2022,Q03,5.1,52.60557923306809
7.0,2.0,18.0,12.0,63.0,57.80728844966028,8.258184064237183,25.954292773316862,56.627547869054965,7.180451127819549,0.0,445.1879699248121,0.0,23.858431644691187,47.716863289382374,2022,Q03,5.1,51.63940194286497
8.0,2.0,20.0,12.0,57.0,57.80728844966028,5.898702903026559,25.954292773316862,55.44780728844966,7.180451127819549,0.0,488.27067669172936,0.0,25.183900069396252,47.716863289382374,2022,Q03,5.1,54.163998839518726
8.0,2.0,23.0,11.0,61.0,54.26806670784435,8.258184064237183,25.954292773316862,56.627547869054965,7.180451127819549,0.0,452.3684210526316,0.0,22.53296321998612,49.04233171408744,2022,Q03,5.1,52.082150568598536
8.0,1.0,18.0,11.0,55.0,51.908585546633724,8.258184064237183,24.77455219271155,58.98702903026559,7.180451127819549,0.0,445.1879699248121,0.0,22.53296321998612,49.04233171408744,2022,Q03,5.1,50.72480445470355
8.0,2.0,17.0,12.0,55.0,49.5491043854231,9.437924644842495,22.415071031500926,55.44780728844966,7.180451127819549,0.0,416.4661654135339,0.0,25.183900069396252,47.716863289382374,2022,Q03,5.1,48.493152483356546
9.0,2.0,21.0,11.0,53.0,54.26806670784435,7.078443483631871,23.594811612106238,57.80728844966028,7.180451127819549,0.0,416.4661654135339,0.0,31.811242192921583,46.3913948646773,2022,Q03,5.1,49.37319092347967
9.0,1.0,18.0,13.0,51.0,46.00988264360716,8.258184064237183,20.0555898702903,55.44780728844966,7.180451127819549,0.0,402.10526315789474,0.0,23.858431644691187,41.08952116585704,2022,Q03,5.1,46.400342064189786
8.0,2.0,17.0,13.0,57.0,56.627547869054965,8.258184064237183,21.235330450895614,54.26806670784435,7.180451127819549,0.0,409.28571428571433,0.0,22.53296321998612,45.06592643997224,2022,Q03,5.1,48.096945611034954
8.0,2.0,16.0,13.0,57.0,51.908585546633724,8.258184064237183,20.0555898702903,50.72884496602841,7.180451127819549,0.0,394.9248120300752,0.0,22.53296321998612,43.74045801526717,2022,Q03,5.1,46.35532592268918
7.0,3.0,18.0,15.0,57.0,50.72884496602841,8.258184064237183,23.594811612106238,54.26806670784435,7.180451127819549,0.0,473.90977443609023,0.0,25.183900069396252,46.3913948646773,2022,Q04,5.1,52.63436185654664
9.0,2.0,18.0,14.0,57.0,46.00988264360716,7.078443483631871,27.134033353922174,50.72884496602841,7.180451127819549,0.0,430.82706766917295,0.0,23.858431644691187,42.41498959056211,2022,Q04,5.1,49.015476298629025
9.0,2.0,18.0,14.0,52.0,48.36936380481779,8.258184064237183,18.87584928968499,53.088326127239036,7.180451127819549,0.0,409.28571428571433,0.0,22.53296321998612,37.11311589174184,2022,Q04,5.1,46.64693118741605
9.0,2.0,18.0,17.0,52.0,41.290920321185915,9.437924644842495,21.235330450895614,54.26806670784435,7.180451127819549,0.0,409.28571428571433,0.0,25.183900069396252,41.08952116585704,2022,Q04,5.1,47.13145525157037
10.0,3.0,17.0,19.0,59.0,46.00988264360716,9.437924644842495,22.415071031500926,56.627547869054965,21.54135338345865,0.0,416.4661654135339,0.0,22.53296321998612,41.08952116585704,2022,Q04,5.1,49.60802862478942
9.0,2.0,17.0,22.0,58.0,48.36936380481779,9.437924644842495,21.235330450895614,56.627547869054965,14.360902255639099,0.0,423.6466165413534,0.0,26.509368494101317,45.06592643997224,2022,Q04,5.1,50.216865366711794
10.0,3.0,18.0,22.0,56.0,49.5491043854231,10.617665225447807,23.594811612106238,57.80728844966028,7.180451127819549,0.0,473.90977443609023,0.0,29.16030534351145,46.3913948646773,2022,Q04,5.1,53.81405302964907
