Chanel Beauty,Tom Ford Beauty,La Prairie,Dior Beauty,La Mer,Shiseido,Augustinus Bader,Caudalie,SkinCeuticals,YSL Beauty,Sisley Paris,Lancome,Charlotte Tilburry,Kiehls,Laura Mercier,Year,Period,Value,luxury index
17.0,4.0,21.0,35.0,89.0,88.48054354539839,15.336627547869053,35.392217418159355,82.58184064237183,28.721804511278197,7.180451127819549,718.0451127819549,7.180451127819549,79.52810548230396,70.24982650936849,2022,Q04,5.1,86.57979871295623
14.0,3.0,17.0,27.0,75.0,66.06547251389746,12.977146386658431,28.313773934527482,71.96417541692402,21.54135338345865,0.0,581.6165413533835,0.0,54.3442054129077,64.94795281054823,2022,Q04,5.1,69.18470808082037
11.0,2.0,18.0,23.0,67.0,53.088326127239036,10.617665225447807,24.77455219271155,56.627547869054965,14.360902255639099,0.0,466.7293233082707,0.0,33.13671061762665,50.367800138792504,2022,Q04,5.1,55.380188515652165
12.0,4.0,19.0,26.0,68.0,54.26806670784435,10.617665225447807,24.77455219271155,51.908585546633724,7.180451127819549,0.0,495.4511278195489,0.0,34.46217904233171,50.367800138792504,2022,Q04,5.1,57.202028520075345
12.0,3.0,17.0,24.0,70.0,58.98702903026559,9.437924644842495,28.313773934527482,54.26806670784435,7.180451127819549,7.180451127819549,516.9924812030075,7.180451127819549,37.11311589174184,56.995142262317835,2022,Q04,5.1,60.64325913720038
10.0,3.0,19.0,27.0,73.0,64.88573193329215,10.617665225447807,31.85299567634342,62.526250772081525,7.180451127819549,0.0,502.63157894736844,0.0,34.46217904233171,62.297015961138094,2022,Q04,5.1,60.56359124572152
8.0,3.0,19.0,20.0,68.0,57.80728844966028,11.797405806053119,24.77455219271155,61.34651019147621,7.180451127819549,14.360902255639099,438.0075187969925,0.0,25.183900069396252,49.04233171408744,2023,Q01,5.0,53.8333907069224
8.0,2.0,34.0,18.0,55.0,53.088326127239036,11.797405806053119,22.415071031500926,58.98702903026559,7.180451127819549,7.180451127819549,445.1879699248121,0.0,25.183900069396252,47.716863289382374,2023,Q01,5.0,53.04916450228589
7.0,2.0,21.0,19.0,57.0,57.80728844966028,9.437924644842495,41.290920321185915,58.98702903026559,7.180451127819549,0.0,423.6466165413534,0.0,22.53296321998612,46.3913948646773,2023,Q01,5.0,51.551639213319376
7.0,2.0,22.0,20.0,59.0,55.44780728844966,9.437924644842495,47.189623224212475,63.70599135268684,7.180451127819549,0.0,430.82706766917295,0.0,25.183900069396252,45.06592643997224,2023,Q01,5.0,52.935912787770164
8.0,2.0,18.0,18.0,68.0,55.44780728844966,10.617665225447807,35.392217418159355,60.1667696108709,7.180451127819549,0.0,430.82706766917295,0.0,23.858431644691187,49.04233171408744,2023,Q01,5.0,52.4355161132466
8.0,1.0,21.0,15.0,59.0,54.26806670784435,9.437924644842495,25.954292773316862,57.80728844966028,7.180451127819549,0.0,473.90977443609023,0.0,26.509368494101317,46.3913948646773,2023,Q01,5.0,53.69723743322349
7.0,1.0,20.0,16.0,57.0,49.5491043854231,9.437924644842495,27.134033353922174,58.98702903026559,7.180451127819549,0.0,337.48120300751884,0.0,22.53296321998612,46.3913948646773,2023,Q01,5.0,43.979606908963675
8.0,2.0,20.0,15.0,57.0,57.80728844966028,15.336627547869053,25.954292773316862,60.1667696108709,7.180451127819549,7.180451127819549,172.3308270676692,0.0,25.183900069396252,54.3442054129077,2023,Q01,5.0,35.165654212488626
8.0,2.0,20.0,17.0,58.0,55.44780728844966,12.977146386658431,27.134033353922174,58.98702903026559,7.180451127819549,0.0,193.87218045112783,0.0,22.53296321998612,49.04233171408744,2023,Q01,5.0,35.47826283815446
10.0,1.0,17.0,15.0,59.0,57.80728844966028,11.797405806053119,29.493514515132794,61.34651019147621,14.360902255639099,0.0,165.15037593984962,0.0,22.53296321998612,46.3913948646773,2023,Q01,5.0,34.0586903494983
9.0,1.0,18.0,16.0,56.0,57.80728844966028,12.977146386658431,27.134033353922174,60.1667696108709,7.180451127819549,0.0,172.3308270676692,0.0,26.509368494101317,47.716863289382374,2023,Q01,5.0,34.12151651867228
8.0,1.0,24.0,15.0,58.0,60.1667696108709,12.977146386658431,34.21247683755404,60.1667696108709,7.180451127819549,7.180451127819549,165.15037593984962,0.0,29.16030534351145,51.69326856349757,2023,Q01,5.0,35.59253430323013
8.0,2.0,20.0,15.0,60.0,61.34651019147621,11.797405806053119,27.134033353922174,57.80728844966028,7.180451127819549,7.180451127819549,165.15037593984962,0.0,29.16030534351145,49.04233171408744,2023,Q01,5.0,34.71994353694662
8.0,2.0,18.0,17.0,61.0,57.80728844966028,12.977146386658431,27.134033353922174,57.80728844966028,7.180451127819549,0.0,193.87218045112783,0.0,25.183900069396252,50.367800138792504,2023,Q02,4.6,35.888672561802494
6.0,2.0,17.0,15.0,57.0,68.42495367510809,11.797405806053119,28.313773934527482,60.1667696108709,7.180451127819549,0.0,150.78947368421055,0.0,25.183900069396252,46.3913948646773,2023,Q02,4.6,33.01654151817755
8.0,1.0,18.0,14.0,55.0,63.70599135268684,15.336627547869053,29.493514515132794,58.98702903026559,7.180451127819549,0.0,165.15037593984962,0.0,26.509368494101317,49.04233171408744,2023,Q02,4.6,34.093712648120814
8.0,2.0,20.0,15.0,58.0,64.88573193329215,12.977146386658431,24.77455219271155,60.1667696108709,7.180451127819549,0.0,179.51127819548873,0.0,26.509368494101317,49.04233171408744,2023,Q02,4.6,35.20317531033534
10.0,1.0,18.0,16.0,60.0,57.80728844966028,11.797405806053119,24.77455219271155,56.627547869054965,7.180451127819549,0.0,193.87218045112783,0.0,23.858431644691187,45.06592643997224,2023,Q02,4.6,35.06558559873938
8.0,2.0,19.0,16.0,55.0,61.34651019147621,11.797405806053119,27.134033353922174,53.088326127239036,14.360902255639099,0.0,172.3308270676692,0.0,19.88202637057599,41.08952116585704,2023,Q02,4.6,33.401970155895455
8.0,2.0,18.0,14.0,53.0,62.526250772081525,15.336627547869053,29.493514515132794,54.26806670784435,7.180451127819549,0.0,193.87218045112783,0.0,22.53296321998612,46.3913948646773,2023,Q02,4.6,35.106763280435906
8.0,1.0,17.0,15.0,57.0,55.44780728844966,15.336627547869053,31.85299567634342,54.26806670784435,7.180451127819549,0.0,193.87218045112783,0.0,21.207494795281054,50.367800138792504,2023,Q02,4.6,35.168894915568494
